Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
134.221.96.1-176.225.5.100-0-0-0,134.221.96.1,0,176.225.5.100,0,0,26/05/2025 08:59:12 AM,91381802,97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0724235882325892,942080.4329896908,3798163.0632922933,2.6056719E7,0.0,9.1381802E7,951893.7708333334,3816864.701790519,2.6056719E7,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0614804903934814,0.010943097839108054,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,97,0,1,0,-1,-1,0,0,1638391.2,2282990.5088790227,4786350.0,257.0,1.60956424E7,6196197.376778946,2.6056719E7,1.0753895E7,No Label
134.221.96.1-176.225.0.59-0-0-0,134.221.96.1,0,176.225.0.59,0,0,26/05/2025 08:59:12 AM,88670111,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06766654436690622,1.77340222E7,7645400.51419196,3.0842981E7,1.1068238E7,7.7601873E7,1.940046825E7,7708604.442189147,3.0842981E7,1.4124194E7,0,0,0,0,0,0,0,0,0,0,0,0.056388786972421855,0.01127775739448437,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,1.77340222E7,7645400.51419196,3.0842981E7,1.1068238E7,No Label
134.221.96.11-32.4.0.92-0-0-0,134.221.96.11,0,32.4.0.92,0,0,26/05/2025 08:59:25 AM,3976894,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5029050309110578,3976894.0,0.0,3976894.0,3976894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2514525154555289,0.2514525154555289,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.1-176.225.0.20-0-0-0,134.221.96.1,0,176.225.0.20,0,0,26/05/2025 08:59:12 AM,91656289,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7746331514687442,1309375.557142857,3594687.8491900475,1.6437393E7,157.0,9.1137483E7,1320833.0869565215,3619735.147091227,1.6437393E7,157.0,0,0,0,0,0,0,0,0,0,0,0,0.7637228253917197,0.010910326077024567,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,70,0,1,0,-1,-1,0,0,3969202.0,6223353.051902126,1.4852811E7,340503.0,1.37589484E7,2925286.4528319784,1.6437393E7,1.0579282E7,No Label
134.221.96.1-176.225.0.55-0-0-0,134.221.96.1,0,176.225.0.55,0,0,26/05/2025 08:59:13 AM,88368001,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10184682122661119,1.1046000125E7,6817402.649543686,2.028352E7,1439987.0,7.7513476E7,1.1073353714285715E7,7363162.272948304,2.028352E7,1439987.0,0,0,0,0,0,0,0,0,0,0,0,0.09053050775698773,0.011316313469623467,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,1,0,-1,-1,0,0,5004363.0,0.0,5004363.0,5004363.0,1.3893939666666668E7,5068019.46915462,2.028352E7,5739515.0,No Label
134.221.96.1-176.225.0.88-0-0-0,134.221.96.1,0,176.225.0.88,0,0,26/05/2025 08:59:37 AM,16776055,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11921753952284968,1.6776055E7,0.0,1.6776055E7,1.6776055E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05960876976142484,0.05960876976142484,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,1.6776055E7,0.0,1.6776055E7,1.6776055E7,No Label
134.221.96.1-176.225.0.32-0-0-0,134.221.96.1,0,176.225.0.32,0,0,26/05/2025 08:59:13 AM,72891560,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06859504721808671,1.822289E7,1.6411191895034274E7,4.1921879E7,6830215.0,3.0969681E7,1.0323227E7,5437166.177527039,1.6587689E7,6830215.0,0,0,0,0,0,0,0,0,0,0,0,0.054876037774469366,0.013719009443617342,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,0,0,0,0,1.822289E7,1.6411191895034274E7,4.1921879E7,6830215.0,No Label
134.221.96.2-230.163.0.71-0-0-0,134.221.96.2,0,230.163.0.71,0,0,26/05/2025 08:59:42 AM,80005716,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03749732081642766,4.0002858E7,654.780879378743,4.0003321E7,4.0002395E7,4.0002395E7,4.0002395E7,0.0,4.0002395E7,4.0002395E7,0,0,0,0,0,0,0,0,0,0,0,0.02499821387761844,0.01249910693880922,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,4.0002858E7,654.780879378743,4.0003321E7,4.0002395E7,No Label
134.221.96.12-31.232.0.199-0-0-0,134.221.96.12,0,31.232.0.199,0,0,26/05/2025 08:59:24 AM,83713130,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023891114810782967,8.371313E7,0.0,8.371313E7,8.371313E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011945557405391483,0.011945557405391483,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,8.371313E7,0.0,8.371313E7,8.371313E7,No Label
134.221.96.12-31.232.0.59-0-0-0,134.221.96.12,0,31.232.0.59,0,0,26/05/2025 08:59:24 AM,77452401,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05164462235328251,2.5817467E7,8886206.11082525,3.3823953E7,1.6256635E7,4.3628448E7,2.1814224E7,7859617.737895527,2.7371813E7,1.6256635E7,0,0,0,0,0,0,0,0,0,0,0,0.03873346676496188,0.012911155588320627,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,2.5817467E7,8886206.11082525,3.3823953E7,1.6256635E7,No Label
134.221.96.12-31.232.0.20-0-0-0,134.221.96.12,0,31.232.0.20,0,0,26/05/2025 08:59:24 AM,83891032,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13112247802601834,8389103.200000001,1.1787974634729551E7,2.9819692E7,50346.0,8.3766048E7,9307338.666666666,1.2117771249281136E7,2.9819692E7,50346.0,0,0,0,0,0,0,0,0,0,0,0,0.11920225275092576,0.011920225275092575,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,1,0,-1,-1,0,0,1064446.0,2003147.9405118,4069147.0,53509.0,1.9908312E7,1.0860050594451299E7,2.9819692E7,6273681.0,No Label
134.221.96.12-31.232.0.55-0-0-0,134.221.96.12,0,31.232.0.55,0,0,26/05/2025 08:59:24 AM,83765748,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05969026862865237,2.0941437E7,1.2181254712657396E7,3.3817127E7,6274595.0,4.9948621E7,1.6649540333333332E7,1.058547058840042E7,2.743367E7,6274595.0,0,0,0,0,0,0,0,0,0,0,0,0.0477522149029219,0.011938053725730475,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,0,0,0,0,2.0941437E7,1.2181254712657396E7,3.3817127E7,6274595.0,No Label
134.221.96.8-82.198.0.21-0-0-0,134.221.96.8,0,82.198.0.21,0,0,26/05/2025 08:59:35 AM,90170858,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03327017249852497,4.5085429E7,20081.83258569795,4.5099629E7,4.5071229E7,4.5071229E7,4.5071229E7,0.0,4.5071229E7,4.5071229E7,0,0,0,0,0,0,0,0,0,0,0,0.022180114999016644,0.011090057499508322,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,4.5085429E7,20081.83258569795,4.5099629E7,4.5071229E7,No Label
192.168.198.130-52.187.79.109-60241-443-6,192.168.198.130,60241,52.187.79.109,443,6,26/05/2025 08:59:52 AM,119922071,3,5,68.0,60.0,66.0,1.0,22.666666666666664,37.52776749732568,59.0,0.0,12.0,26.277366686941825,1.0673598190278084,0.06670998868923803,1.713172442857143E7,2.179781150820071E7,4.5012293E7,838.0,9.0443015E7,4.52215075E7,101671.34853290774,4.52934E7,4.5149615E7,7.4909778E7,1.87274445E7,2.2373096353581604E7,4.5285173E7,146387.0,0,0,0,0,60,124,0.02501624575846426,0.04169374293077377,0.0,66.0,14.333333333333334,27.367864366808018,749.0,0,0,0,0,1,0,0,0,1.0,16.125,22.666666666666668,12.0,0,0,0,0,0,0,3,68,5,60,-1,251,3,0,229194.33333333334,72479.16887860493,281107.0,146387.0,3.9744829333333336E7,9116390.834740048,4.5012293E7,2.9218129E7,No Label
134.221.96.12-68.95.0.21-0-0-0,134.221.96.12,0,68.95.0.21,0,0,26/05/2025 08:59:38 AM,90821804,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03303171559992356,4.5410902E7,207752.21495329478,4.5557805E7,4.5263999E7,4.5263999E7,4.5263999E7,0.0,4.5263999E7,4.5263999E7,0,0,0,0,0,0,0,0,0,0,0,0.022021143733282372,0.011010571866641186,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,4.5410902E7,207752.21495329478,4.5557805E7,4.5263999E7,No Label
134.221.96.4-115.64.0.78-0-0-0,134.221.96.4,0,115.64.0.78,0,0,26/05/2025 08:59:23 AM,110597320,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027125431249147812,5.529866E7,4897.421566498028,5.5302123E7,5.5295197E7,5.5302123E7,5.5302123E7,0.0,5.5302123E7,5.5302123E7,0,0,0,0,0,0,0,0,0,0,0,0.018083620832765206,0.009041810416382603,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.529866E7,4897.421566498028,5.5302123E7,5.5295197E7,No Label
134.221.96.4-115.64.0.20-0-0-0,134.221.96.4,0,115.64.0.20,0,0,26/05/2025 08:59:24 AM,110806064,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027074330516784713,5.5403032E7,129865.81721915894,5.5494861E7,5.5311203E7,5.5494861E7,5.5494861E7,0.0,5.5494861E7,5.5494861E7,0,0,0,0,0,0,0,0,0,0,0,0.018049553677856475,0.009024776838928238,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.5403032E7,129865.81721915894,5.5494861E7,5.5311203E7,No Label
134.221.96.1-176.225.0.53-0-0-0,134.221.96.1,0,176.225.0.53,0,0,26/05/2025 08:59:27 AM,76943216,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025993194773662694,7.6943216E7,0.0,7.6943216E7,7.6943216E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012996597386831347,0.012996597386831347,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,7.6943216E7,0.0,7.6943216E7,7.6943216E7,No Label
134.221.96.12-31.232.0.198-0-0-0,134.221.96.12,0,31.232.0.198,0,0,26/05/2025 08:59:58 AM,43628496,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045841598573556144,4.3628496E7,0.0,4.3628496E7,4.3628496E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022920799286778072,0.022920799286778072,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,4.3628496E7,0.0,4.3628496E7,4.3628496E7,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,26/05/2025 08:59:20 AM,118923679,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050452525943130294,2.37847358E7,1.2529542766608492E7,4.403216E7,1.4581517E7,1.04342162E8,2.60855405E7,1.319196374578406E7,4.403216E7,1.5824552E7,0,0,0,0,0,0,0,0,0,0,0,0.04204377161927525,0.00840875432385505,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,2.37847358E7,1.2529542766608492E7,4.403216E7,1.4581517E7,No Label
134.221.96.2-230.163.0.20-0-0-0,134.221.96.2,0,230.163.0.20,0,0,26/05/2025 08:59:43 AM,119907344,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03335909099946372,3.9969114666666664E7,203063.70630010017,4.0133529E7,3.9742129E7,7.9773815E7,3.98869075E7,204747.71824003314,4.0031686E7,3.9742129E7,0,0,0,0,0,0,0,0,0,0,0,0.02501931824959779,0.00833977274986593,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,3.9969114666666664E7,203063.70630010017,4.0133529E7,3.9742129E7,No Label
134.221.96.11-32.4.5.132-0-0-0,134.221.96.11,0,32.4.5.132,0,0,26/05/2025 09:03:01 AM,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.10-110.40.4.214-0-0-0,134.221.96.10,0,110.40.4.214,0,0,26/05/2025 09:04:16 AM,203932,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.421571896514525,40786.4,71284.6214852825,164978.0,108.0,203771.0,50942.75,78023.4155766716,164978.0,108.0,0,0,0,0,0,0,0,0,0,0,0,24.51797658042877,4.903595316085754,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
